0	-5.84007
1.34583	-5.74938
2.69165	-5.49996
4.03748	-5.30823
5.3833	-4.88391
6.72913	-4.39559
8.07495	-3.74566
9.42078	-3.09712
10.7666	-2.60112
12.1124	-0.944958
13.4583	-0.102589
14.8041	1.69837
16.1499	4.36004
17.4957	9.10726
18.8416	7.16563
20.1874	9.16812
21.5332	12.8644
22.879	21.3385
24.2249	24.0179
25.5707	14.4535
26.9165	13.6586
28.2623	8.4955
29.6082	5.30713
30.954	4.31725
32.2998	3.03101
33.6456	2.27912
34.9915	2.38592
36.3373	0.811074
37.6831	0.107724
39.0289	0.275896
40.3748	-0.0983727
41.7206	0.0614583
43.0664	-0.595977
44.4122	0.00794506
45.7581	1.28616
47.1039	2.28213
48.4497	1.41321
49.7955	0.665163
51.1414	0.105563
52.4872	0.265157
53.833	-0.802667
55.1788	-1.13852
56.5247	-1.03297
57.8705	-0.994915
59.2163	0.147602
60.5621	-0.134175
61.908	0.0549729
63.2538	0.96096
64.5996	1.52198
65.9454	1.38964
67.2913	2.49905
68.6371	2.66517
69.9829	3.9811
71.3287	6.49977
72.6746	5.24408
74.0204	3.60024
75.3662	4.32619
76.712	4.45127
78.0579	2.07789
79.4037	2.2666
80.7495	1.06623
82.0953	-0.658173
83.4412	0.23392
84.787	1.39306
86.1328	1.86549
87.4786	1.91289
88.8245	1.48847
90.1703	1.03715
91.5161	1.2417
92.8619	1.27757
94.2078	1.73398
95.5536	1.30515
96.8994	0.0737553
98.2452	0.748009
99.5911	0.909532
100.937	-1.16969
102.283	-3.46734
103.629	-3.69349
104.974	-2.53245
106.32	-5.03269
107.666	-4.37682
109.012	-3.88556
110.358	-3.05951
111.703	-2.69228
113.049	-1.91324
114.395	-1.34621
115.741	-0.994684
117.087	-1.23424
118.433	0.919335
119.778	9.55558
121.124	0.281943
122.47	2.65605
123.816	1.83855
125.162	-2.35922
126.508	-2.42886
127.853	-2.99329
129.199	-3.58607
130.545	-1.78676
131.891	-2.19442
133.237	-2.9164
134.583	-1.92555
135.928	-2.09743
137.274	-2.54946
138.62	-1.3051
139.966	-1.17551
141.312	-3.06178
142.657	-3.74002
144.003	-1.3757
145.349	-0.49446
146.695	-0.470385
148.041	-0.688812
149.387	-0.211094
150.732	-0.0145215
152.078	0.454866
153.424	-0.209467
154.77	-0.401976
156.116	-0.626653
157.462	-0.914148
158.807	-2.54215
160.153	0.0824739
161.499	0.745526
162.845	0.635718
164.191	-0.464346
165.536	-0.0606173
166.882	-0.00356774
168.228	1.41761
169.574	1.38553
170.92	2.33692
172.266	2.67329
173.611	2.9676
174.957	3.31637
176.303	2.7189
177.649	1.73279
178.995	-0.766131
180.341	0.0431232
181.686	-1.59623
183.032	-0.0282433
184.378	0.923888
185.724	0.539318
187.07	0.139525
188.416	1.36468
189.761	1.08534
191.107	1.18461
192.453	0.281125
193.799	0.454441
195.145	2.06862
196.49	1.43201
197.836	0.693001
199.182	0.511715
200.528	-0.834113
201.874	-1.23479
203.22	-0.191839
204.565	0.0751328
205.911	0.204182
207.257	0.0677461
208.603	-0.671787
209.949	-0.766306
211.295	0.215046
212.64	0.146162
213.986	-0.253182
215.332	0.298807
216.678	0.596045
218.024	-0.633558
219.37	-0.477881
220.715	-0.336868
222.061	0.954317
223.407	0.414043
224.753	-0.241009
226.099	-0.524618
227.444	-0.773956
228.79	-1.03579
230.136	-0.479871
231.482	-1.00431
232.828	-0.380373
234.174	-0.730795
235.519	-0.882922
236.865	-0.775312
238.211	0.193503
239.557	0.143088
240.903	-1.45288
242.249	-1.18377
243.594	-2.15505
244.94	-0.942242
246.286	-0.211367
247.632	0.054083
248.978	-1.71877
250.323	-2.02436
251.669	-1.80441
253.015	-0.924683
254.361	-1.17343
255.707	-0.921018
257.053	-1.07807
258.398	-0.601085
259.744	-1.48021
261.09	0.50954
262.436	0.0157942
263.782	-0.517626
265.128	-0.834158
266.473	-0.93302
267.819	-0.0943284
269.165	-0.60138
270.511	-0.0910238
271.857	-1.62672
273.203	-0.638433
274.548	-0.555745
275.894	0.0302038
277.24	0.634778
278.586	-1.34058
279.932	-2.55625
281.277	-1.93285
282.623	-1.43937
283.969	-1.02018
285.315	-1.00479
286.661	-0.411677
288.007	-0.423067
289.352	-0.771849
290.698	-0.792239
292.044	-1.37048
293.39	-1.46171
294.736	-1.93958
296.082	-0.837282
297.427	-1.43269
298.773	-1.33315
300.119	-1.40712
301.465	-1.02078
302.811	-0.329871
304.156	-0.784874
305.502	-1.59242
306.848	-1.68305
308.194	-1.3
309.54	-2.66127
310.886	-2.306
312.231	-2.49637
313.577	-1.85214
314.923	-1.09904
316.269	-0.480383
317.615	-0.737714
318.961	-1.80572
320.306	-2.45427
321.652	-2.4924
322.998	-2.25319
324.344	-3.83848
325.69	-3.48681
327.036	-2.8448
328.381	-2.69494
329.727	-1.00372
331.073	-1.10508
332.419	-2.40118
333.765	-2.28443
335.11	-4.20702
336.456	-2.93958
337.802	-2.39164
339.148	-2.77321
340.494	-2.8268
341.84	-2.73579
343.185	-3.30281
344.531	-2.41766
345.877	-2.39111
347.223	-3.06521
348.569	-3.05958
349.915	-2.83563
351.26	-3.81542
352.606	-3.55277
353.952	-3.28397
355.298	-4.83161
356.644	-3.15628
357.99	-3.7898
359.335	-3.67111
360.681	-3.51994
362.027	-2.1687
363.373	-2.6072
364.719	-3.04276
366.064	-2.84938
367.41	-2.57802
368.756	-3.54833
370.102	-3.58729
371.448	-3.72406
372.794	-3.17839
374.139	-3.97087
375.485	-3.01302
376.831	-3.00205
378.177	-2.82903
379.523	-1.8903
380.869	-2.05576
382.214	-2.60234
383.56	-2.65657
384.906	-2.69214
386.252	-4.23656
387.598	-3.7988
388.943	-3.61968
390.289	-3.55153
391.635	-2.55002
392.981	-2.16913
394.327	-1.47265
395.673	-0.960395
397.018	-1.36337
398.364	-3.09006
399.71	-2.52854
401.056	-3.28765
402.402	-3.74404
403.748	-3.43393
405.093	-2.06047
406.439	-1.42157
407.785	-0.590734
409.131	-1.26766
410.477	-1.52262
411.823	-2.79748
413.168	-1.83323
414.514	-1.90126
415.86	-3.51376
417.206	-3.77086
418.552	-3.77065
419.897	-4.09647
421.243	-4.7355
422.589	-3.72097
423.935	-3.68044
425.281	-4.5482
426.627	-3.96094
427.972	-4.16846
429.318	-5.58927
430.664	-4.12891
432.01	-3.93309
433.356	-5.33089
434.702	-5.53038
436.047	-3.75415
437.393	-3.45128
438.739	-6.12117
440.085	-6.33866
441.431	-5.49677
442.776	-4.7751
444.122	-5.75439
445.468	-4.73671
446.814	-4.75476
448.16	-4.26241
449.506	-5.06745
450.851	-5.49362
452.197	-6.06017
453.543	-5.27093
454.889	-4.63693
456.235	-3.75006
457.581	-4.23712
458.926	-3.96094
460.272	-4.44362
461.618	-3.54815
462.964	-4.15665
464.31	-4.30368
465.656	-4.62846
467.001	-5.66452
468.347	-4.40926
469.693	-3.15207
471.039	-3.54215
472.385	-3.0709
473.73	-3.81554
475.076	-3.883
476.422	-4.72109
477.768	-5.05847
479.114	-5.69845
480.46	-5.11128
481.805	-5.74914
483.151	-5.16883
484.497	-4.9132
485.843	-5.25076
487.189	-4.11662
488.535	-4.16275
489.88	-3.84885
491.226	-3.83605
492.572	-4.25139
493.918	-4.22027
495.264	-5.50466
496.609	-4.93501
497.955	-4.81474
499.301	-3.8569
500.647	-4.43726
501.993	-4.64086
503.339	-4.14913
504.684	-3.30807
506.03	-3.89227
507.376	-4.0819
508.722	-3.94323
510.068	-4.30174
511.414	-4.62447
512.759	-3.90655
514.105	-5.4015
515.451	-5.23353
516.797	-3.6403
518.143	-3.828
519.489	-3.20187
520.834	-3.66395
522.18	-4.42098
523.526	-4.09843
524.872	-4.93694
526.218	-4.66028
527.563	-4.92807
528.909	-4.94907
530.255	-5.39422
531.601	-4.53491
532.947	-5.39206
534.293	-6.51552
535.638	-5.01666
536.984	-5.63365
538.33	-6.04222
539.676	-6.15024
541.022	-5.33053
542.368	-4.29004
543.713	-4.05026
545.059	-4.53531
546.405	-4.30775
547.751	-4.33095
549.097	-5.06023
550.443	-3.98601
551.788	-4.05769
553.134	-4.62742
554.48	-4.47438
555.826	-4.67074
557.172	-4.90535
558.517	-4.9623
559.863	-5.53018
561.209	-5.8034
562.555	-4.30972
563.901	-4.28767
565.247	-4.53629
566.592	-4.92025
567.938	-6.30416
569.284	-5.22461
570.63	-6.49756
571.976	-6.43455
573.322	-6.11259
574.667	-6.02913
576.013	-6.50249
577.359	-6.05008
578.705	-5.15087
580.051	-5.66689
581.396	-5.52853
582.742	-5.84637
584.088	-7.00936
585.434	-7.16354
586.78	-5.71375
588.126	-7.05776
589.471	-7.34941
590.817	-6.54578
592.163	-6.06508
593.509	-5.50813
594.855	-5.533
596.201	-6.36796
597.546	-7.0742
